Time,Total length,Event,Subject,Group,Puzzle,StartEnd,SubjAssign
1102.183,3101.12,First bring up the onedrive password box*,18D,18,cables,,0.0
1143.43,3101.12,Figure out how to decode DIVERTS,18B,18,cables,,1.0
1159.178,3101.12,Cables: Decode D,18A,18,cables,,1.0
1173.4289999999999,3101.12,Cables: Decode I,18D,18,cables,,1.0
1177.432,3101.12,Cables: Decode V,18B,18,cables,,1.0
1185.431,3101.12,Cables: Decode E,18D,18,cables,,1.0
1196.684,3101.12,Cables: Decode R,18D,18,cables,,1.0
1201.68,3101.12,Cables: Decode T,18C,18,cables,,1.0
1204.178,3101.12,Cables: Decode S,18B,18,cables,,1.0
1205.183,3101.12,Fully solved cable password*,None,18,cables,,0.0
1210.177,3101.12,Mention input consume as onedrive password,18A,18,cables,,1.0
1213.932,3101.12,Input consume as onedrive password*,None,18,cables,end,0.0
1241.684,3101.12,Open phase 4 picture*,None,18,flyer,start,0.0
1258.6860000000001,3101.12,Open flyer*,None,18,flyer,,0.0
1270.68,3101.12,Open firestoneheavy.com*,None,18,myspace,start,0.0
1275.934,3101.12,Mention firestoneheavy.com,None,18,flyer,,1.0
1317.682,3101.12,Find Hughey Neube's name,18D,18,myspace,,1.0
1318.432,3101.12,Mention Hughey Neube's Myspace,18B,18,myspace,,1.0
1337.1870000000001,3101.12,Open Hughey Neube's Myspace*,None,18,myspace,,0.0
1338.181,3101.12,Find pictures of Crumpet*,None,18,myspace,,0.0
1347.433,3101.12,Find missing corner of flyer*,None,18,myspace,,0.0
1382.672,3101.12,Open admin portal page*,None,18,,,0.0
1512.184,3101.12,Find Employee ID photo*,None,18,myspace,,0.0
1513.933,3101.12,Notice Employee ID number,18D,18,myspace,end,1.0
2171.17,3101.12,Mention association between corner letters and flyer icons,18B,18,flyer,,1.0
2290.417,3101.12,Flyer: Decode E,18B,18,flyer,,1.0
2292.6710000000003,3101.12,Flyer: Decode M,18B,18,flyer,,1.0
2296.422,3101.12,Flyer: Decode P,18B,18,flyer,,1.0
2305.67,3101.12,Flyer: Decode I,18B,18,flyer,,1.0
2306.672,3101.12,Flyer: Decode D,18B,18,flyer,,1.0
2308.177,3101.12,Flyer: Decode second I,18B,18,flyer,,1.0
2310.67,3101.12,Flyer: Decode N,18B,18,flyer,,1.0
2321.673,3101.12,Flyer: Decode R,18D,18,flyer,,1.0
2321.923,3101.12,Flyer: Decode second E,18B,18,flyer,,1.0
2322.425,3101.12,Flyer: Decode V,18B,18,flyer,,1.0
2323.4210000000003,3101.12,Have all of the flyer letters*,None,18,flyer,end,0.0
2323.4210000000003,3101.12,Have all of the flyer letters*,None,18,EMPID,start,0.0
2338.1679999999997,3101.12,Figure out what EMP ID means,18D,18,EMPID,,1.0
2435.17,3101.12,Mention the spaces between words,18B,18,flyer,,1.0
2487.673,3101.12,Figure out what IN REV means,18B,18,EMPID,,1.0
2500.672,3101.12,mention going to firestoneheavy.com/745017,18C,18,EMPID,,1.0
2502.436,3101.12,Bring up purple log in page*,None,18,EMPID,end,0.0
2502.436,3101.12,Bring up purple log in page*,None,18,crumpet,start,0.0
2513.419,3101.12,Figure out username,18A,18,crumpet,,1.0
2519.173,3101.12,Figure out password,18A,18,crumpet,,1.0
2528.674,3101.12,Get to maze game*,None,18,crumpet,end,0.0
2528.674,3101.12,Get to maze game*,None,18,maze,start,0.0
2623.9240000000004,3101.12,Figure out you need to walk to houses,18A,18,maze,,1.0
2708.67,3101.12,"Find ""1979 Album""",18D,18,maze,,1.0
2803.423,3101.12,"Find ""Last Word""",18D,18,maze,,1.0
2843.672,3101.12,"Find ""Toto""",18A,18,maze,,1.0
2893.9190000000003,3101.12,"Find ""Second Song""",18D,18,maze,,1.0
3034.672,3101.12,Figure out word is dragon,18B,18,maze,,1.0
3037.671,3101.12,Input dragon into admin portal*,None,18,maze,end,0.0
3076.03,3101.12,See congratulations page*,None,18,,,0.0
978.186,3101.12,Mention inputting chase into URL,18B,18,chase,,1.0
34.152,3045.32,Screen sharing begins,15A,15,,,1.0
150.903,3045.32,Opening phase 1*,None,15,resist,start,0.0
185.40400000000002,3045.32,Open phase 2*,None,15,chase,start,0.0
208.15400000000002,3045.32,Mentioning redwarren.com,15D,15,resist,,1.0
223.90400000000002,3045.32,"See ""RESIST""*",15B,15,resist,,0.0
240.403,3045.32,Mentioning redwarren.com/resist,15B,15,resist,,1.0
254.65400000000002,3045.32,Go to redwarren.com/resist*,None,15,resist,end,0.0
318.493,3045.32,Seeing colors website*,None,15,colors,start,0.0
608.494,3045.32,Figure out red position,15E,15,colors,,1.0
699.2439999999999,3045.32,Figure out yellow position,15E,15,colors,,1.0
707.9910000000001,3045.32,Figure out green position,15B,15,colors,,1.0
713.4910000000001,3045.32,Figure out blue position,15A,15,colors,,1.0
718.992,3045.32,Figure out purple position,15A,15,colors,,1.0
719.495,3045.32,Get to color solution page*,None,15,colors,end,0.0
725.993,3045.32,Mention use the colors to decode phase 2,15E,15,chase,,1.0
731.2439999999999,3045.32,Colors: Decode C,15E,15,chase,,1.0
732.992,3045.32,Colors: Decode H,15E,15,chase,,1.0
735.242,3045.32,Colors: Decode A,15E,15,chase,,1.0
736.495,3045.32,Colors: Decode S,15E,15,chase,,1.0
737.495,3045.32,Colors: Decode E,15E,15,chase,,1.0
738.2439999999999,3045.32,Figure out the word is CHASE*,15E,15,chase,,0.0
789.2439999999999,3045.32,Mention inputting chase into URL,15E,15,chase,,1.0
808.4939999999999,3045.32,Go to redwarren.com/chase*,None,15,chase,end,0.0
901.495,3045.32,Open phase 3*,None,15,cables,start,0.0
912.242,3045.32,Figure out how to decode DIVERTS,15A,15,cables,,1.0
932.998,3045.32,First bring up the onedrive password box*,None,15,cables,,0.0
990.9960000000001,3045.32,Cables: Decode D,15A,15,cables,,1.0
997.118,3045.32,Cables: Decode S,15C,15,cables,,1.0
1011.6210000000001,3045.32,Cables: Decode I,15D,15,cables,,1.0
1037.121,3045.32,Cables: Decode V,15B,15,cables,,1.0
1053.122,3045.32,Cables: Decode T,15C,15,cables,,1.0
1061.621,3045.32,Cables: Decode E,15E,15,cables,,1.0
1068.618,3045.32,Cables: Decode R,15B,15,cables,,1.0
1108.62,3045.32,Fully solved cable password*,None,15,cables,,0.0
1118.873,3045.32,Mention input consume as onedrive password,15A,15,cables,,1.0
1133.619,3045.32,Input consume as onedrive password*,15A,15,cables,end,0.0
1150.371,3045.32,Open phase 4 picture*,None,15,flyer,start,0.0
1183.122,3045.32,Open flyer*,None,15,flyer,,0.0
1188.369,3045.32,Mention firestoneheavy.com,15A,15,flyer,,1.0
1191.621,3045.32,Open firestoneheavy.com*,None,15,myspace,start,0.0
1211.37,3045.32,Find Hughey Neube's name,15A,15,myspace,,1.0
1226.872,3045.32,Mention Hughey Neube's Myspace,15A,15,myspace,,1.0
1256.622,3045.32,Open Hughey Neube's Myspace*,None,15,myspace,,0.0
1259.871,3045.32,Find pictures of Crumpet*,None,15,myspace,,0.0
1275.373,3045.32,Find Employee ID photo*,None,15,myspace,,0.0
1277.123,3045.32,Notice Employee ID number,15A,15,myspace,end,1.0
1285.62,3045.32,Find missing corner of flyer*,None,15,myspace,,0.0
1535.121,3045.32,Open admin portal page*,None,15,,,0.0
1736.371,3045.32,Mention association between corner letters and flyer icons,15C,15,flyer,,1.0
1991.371,3045.32,Flyer: Decode R,15C,15,flyer,,1.0
2004.622,3045.32,Flyer: Decode E,15C,15,flyer,,1.0
2006.1170000000002,3045.32,Flyer: Decode M,15C,15,flyer,,1.0
2007.872,3045.32,Flyer: Decode P,15C,15,flyer,,1.0
2021.369,3045.32,Flyer: Decode second I,15C,15,flyer,,1.0
2022.369,3045.32,Flyer: Decode N,15C,15,flyer,,1.0
2081.3720000000003,3045.32,Flyer: Decode I,15D,15,flyer,,1.0
2081.62,3045.32,Flyer: Decode D,15D,15,flyer,,1.0
2136.623,3045.32,Flyer: Decode second E,15E,15,flyer,,1.0
2140.1220000000003,3045.32,Flyer: Decode V,15C,15,flyer,,1.0
2146.621,3045.32,Have all of the flyer letters*,None,15,flyer,end,0.0
2146.621,3045.32,Have all of the flyer letters*,None,15,EMPID,start,0.0
2148.121,3045.32,Figure out what EMP ID means,15A,15,EMPID,,1.0
2154.1220000000003,3045.32,Figure out what IN REV means,15B,15,EMPID,,1.0
2169.871,3045.32,mention going to firestoneheavy.com/745017,15A,15,EMPID,,1.0
2195.373,3045.32,Bring up purple log in page*,None,15,EMPID,end,0.0
2195.373,3045.32,Bring up purple log in page*,None,15,crumpet,start,0.0
2207.118,3045.32,Figure out password,15B,15,crumpet,,1.0
2367.873,3045.32,Figure out username,15B,15,crumpet,,1.0
2421.118,3045.32,Get to maze game*,None,15,crumpet,end,0.0
2421.118,3045.32,Get to maze game*,None,15,maze,start,0.0
2468.1620000000003,3045.32,Figure out you need to walk to houses,15A,15,maze,,1.0
2619.6620000000003,3045.32,"Find ""1979 Album""",15B,15,maze,,1.0
2673.1609999999996,3045.32,"Find ""Second Song""",15C,15,maze,,1.0
2734.1620000000003,3045.32,"Find ""Last Word""",15D,15,maze,,1.0
2814.915,3045.32,"Find ""Toto""",15D,15,maze,,1.0
2857.118,3045.32,Figure out word is dragon,15A,15,maze,,1.0
2903.555,3045.32,Input dragon into admin portal*,None,15,maze,end,0.0
2935.558,3045.32,See congratulations page*,None,15,,,0.0
2010.995,3045.32,Mention the spaces between words,15C,15,flyer,,1.0
66.156,3591.88,Screen sharing begins,17A,17,,,1.0
223.40200000000002,3591.88,Opening phase 1*,None,17,resist,start,0.0
232.65099999999998,3591.88,Mentioning redwarren.com,17B,17,resist,,1.0
253.155,3591.88,"See ""RESIST""*",None,17,resist,,0.0
298.656,3591.88,Open phase 2*,None,17,chase,start,0.0
353.655,3591.88,Go to redwarren.com/resist*,None,17,resist,end,0.0
451.154,3591.88,Seeing colors website*,None,17,colors,start,0.0
844.6139999999999,3591.88,Figure out red position,17E,17,colors,,1.0
968.6139999999999,3591.88,Figure out green position,17E,17,colors,,1.0
979.8660000000001,3591.88,Figure out purple position,17E,17,colors,,1.0
1028.114,3591.88,Figure out blue position,17E,17,colors,,1.0
1081.865,3591.88,Figure out yellow position,17E,17,colors,,1.0
1104.116,3591.88,Get to color solution page*,None,17,colors,end,0.0
1134.113,3591.88,Mention use the colors to decode phase 2,17C,17,chase,,1.0
1186.616,3591.88,Mention inputting chase into URL,17A,17,chase,,1.0
1369.115,3591.88,Colors: Decode C,17B,17,chase,,1.0
1369.615,3591.88,Colors: Decode H,17B,17,chase,,1.0
1370.114,3591.88,Colors: Decode A,17B,17,chase,,1.0
1370.6129999999998,3591.88,Colors: Decode S,17B,17,chase,,1.0
1371.115,3591.88,Colors: Decode E,17B,17,chase,,1.0
1371.361,3591.88,Figure out the word is CHASE*,None,17,chase,,0.0
1375.365,3591.88,Go to redwarren.com/chase*,None,17,chase,end,0.0
1467.364,3591.88,Open phase 3*,None,17,cables,start,0.0
1594.365,3591.88,Figure out how to decode DIVERTS,17B,17,cables,,1.0
1603.116,3591.88,Cables: Decode D,17D,17,cables,,1.0
1635.114,3591.88,Cables: Decode S,17D,17,cables,,1.0
1645.902,3591.88,Cables: Decode I,17E,17,cables,,1.0
1653.797,3591.88,Cables: Decode R,17C,17,cables,,1.0
1682.796,3591.88,Cables: Decode E,17D,17,cables,,1.0
1715.293,3591.88,Cables: Decode T,17C,17,cables,,1.0
1770.797,3591.88,Cables: Decode V,17B,17,cables,,1.0
1771.047,3591.88,Fully solved cable password*,None,17,cables,,0.0
1772.2979999999998,3591.88,Input consume as onedrive password*,17E,17,cables,end,0.0
1802.2979999999998,3591.88,Open phase 4 picture*,None,17,flyer,start,0.0
1803.545,3591.88,Open flyer*,None,17,flyer,,0.0
1842.2179999999998,3591.88,Mention firestoneheavy.com,17D,17,flyer,,1.0
1846.467,3591.88,Open firestoneheavy.com*,None,17,myspace,start,0.0
1903.362,3591.88,Find Hughey Neube's name,17B,17,myspace,,1.0
2020.36,3591.88,Open admin portal page*,None,17,,,0.0
2098.611,3591.88,Mention Hughey Neube's Myspace,17E,17,myspace,,1.0
2113.36,3591.88,Open Hughey Neube's Myspace*,None,17,myspace,,0.0
2122.607,3591.88,Find pictures of Crumpet*,None,17,myspace,,0.0
2194.777,3591.88,Find missing corner of flyer*,None,17,myspace,,0.0
2212.612,3591.88,Find Employee ID photo*,None,17,myspace,,0.0
2231.525,3591.88,Notice Employee ID number,17D,17,myspace,end,1.0
2656.777,3591.88,Mention association between corner letters and flyer icons,17E,17,flyer,,1.0
2659.0229999999997,3591.88,Flyer: Decode E,17E,17,flyer,,1.0
2659.53,3591.88,Flyer: Decode M,17E,17,flyer,,1.0
2660.026,3591.88,Flyer: Decode P,17E,17,flyer,,1.0
2673.775,3591.88,Flyer: Decode I,17C,17,flyer,,1.0
2674.027,3591.88,Flyer: Decode D,17E,17,flyer,,1.0
2674.28,3591.88,Figure out what EMP ID means,17E,17,EMPID,,1.0
2692.03,3591.88,Flyer: Decode second I,17D,17,flyer,,1.0
2696.7740000000003,3591.88,Flyer: Decode N,17B,17,flyer,,1.0
2712.0240000000003,3591.88,Flyer: Decode R,17B,17,flyer,,1.0
2720.026,3591.88,Flyer: Decode second E,17B,17,flyer,,1.0
2722.777,3591.88,Flyer: Decode V,17E,17,flyer,,1.0
2740.525,3591.88,Have all of the flyer letters*,None,17,flyer,end,0.0
2740.525,3591.88,Have all of the flyer letters*,None,17,EMPID,start,0.0
2743.53,3591.88,Figure out what IN REV means,17D,17,EMPID,,1.0
2755.528,3591.88,mention going to firestoneheavy.com/745017,17E,17,EMPID,,1.0
2778.527,3591.88,Bring up purple log in page*,None,17,EMPID,end,0.0
2778.527,3591.88,Bring up purple log in page*,None,17,crumpet,start,0.0
2801.281,3591.88,Figure out password,17B,17,crumpet,,1.0
2806.528,3591.88,Figure out username,17E,17,crumpet,,1.0
2810.78,3591.88,Get to maze game*,None,17,crumpet,end,0.0
2810.78,3591.88,Get to maze game*,None,17,maze,start,0.0
2986.025,3591.88,Figure out you need to walk to houses,17E,17,maze,,1.0
3066.533,3591.88,"Find ""Second Song""",17A,17,maze,,1.0
3177.5290000000005,3591.88,"Find ""Last Word""",17B,17,maze,,1.0
3276.78,3591.88,"Find ""1979 Album""",17E,17,maze,,1.0
3411.03,3591.88,"Find ""Toto""",17A,17,maze,,1.0
3508.527,3591.88,Figure out word is dragon,17E,17,maze,,1.0
3524.7729999999997,3591.88,Input dragon into admin portal*,None,17,maze,end,0.0
3565.28,3591.88,See congratulations page*,None,17,,,0.0
344.158,3591.88,Mentioning redwarren.com/resist,None,17,resist,,1.0
1501.8670000000002,3591.88,First bring up the onedrive password box*,None,17,cables,,0.0
1537.365,3591.88,Mention input consume as onedrive password,17E,17,cables,,1.0
2671.616,3591.88,Mention the spaces between words,17E,17,flyer,,1.0
126.655,2750.96,Screen sharing begins,14A,14,,,1.0
197.57,2750.96,Opening phase 1*,None,14,resist,start,0.0
199.07299999999998,2750.96,Mentioning redwarren.com,14D,14,resist,,1.0
212.074,2750.96,"See ""RESIST""*",14D,14,resist,,0.0
225.577,2750.96,Mentioning redwarren.com/resist,14B,14,resist,,1.0
234.07299999999998,2750.96,Go to redwarren.com/resist*,None,14,resist,end,0.0
294.575,2750.96,Seeing colors website*,None,14,colors,start,0.0
363.575,2750.96,Figure out red position,14A,14,colors,,1.0
376.574,2750.96,Figure out yellow position,14A,14,colors,,1.0
390.825,2750.96,Figure out purple position,14A,14,colors,,1.0
411.82199999999995,2750.96,Figure out blue position,14A,14,colors,,1.0
412.075,2750.96,Figure out green position,14A,14,colors,,1.0
416.325,2750.96,Get to color solution page*,None,14,colors,end,0.0
482.074,2750.96,Open phase 2*,None,14,chase,start,0.0
492.32199999999995,2750.96,Mention use the colors to decode phase 2,14D,14,chase,,1.0
495.075,2750.96,Colors: Decode C,14A,14,chase,,1.0
497.325,2750.96,Colors: Decode H,14A,14,chase,,1.0
500.574,2750.96,Colors: Decode A,14A,14,chase,,1.0
503.575,2750.96,Colors: Decode S,14A,14,chase,,1.0
506.324,2750.96,Colors: Decode E,14A,14,chase,,1.0
507.824,2750.96,Figure out the word is CHASE*,None,14,chase,,0.0
511.574,2750.96,Mention inputting chase into URL,14A,14,chase,,1.0
519.075,2750.96,Go to redwarren.com/chase*,None,14,chase,end,0.0
607.3240000000001,2750.96,Open phase 3*,None,14,cables,start,0.0
631.573,2750.96,Figure out how to decode DIVERTS,14D,14,cables,,1.0
695.575,2750.96,Cables: Decode S,14D,14,cables,,1.0
717.827,2750.96,Cables: Decode V,14E,14,cables,,1.0
731.325,2750.96,Cables: Decode I,14C,14,cables,,1.0
735.072,2750.96,Cables: Decode R,14A,14,cables,,1.0
735.575,2750.96,Cables: Decode T,14B,14,cables,,1.0
751.322,2750.96,Cables: Decode E,14A,14,cables,,1.0
753.07,2750.96,Cables: Decode D,14E,14,cables,,1.0
753.075,2750.96,Fully solved cable password*,None,14,cables,,0.0
766.076,2750.96,Mention input consume as onedrive password,14D,14,cables,,1.0
767.073,2750.96,Input consume as onedrive password*,None,14,cables,end,0.0
782.573,2750.96,Open flyer*,None,14,flyer,,0.0
784.825,2750.96,Mention firestoneheavy.com,14C,14,flyer,,1.0
788.072,2750.96,Open phase 4 picture*,None,14,flyer,start,0.0
830.826,2750.96,Open firestoneheavy.com*,None,14,myspace,start,0.0
848.075,2750.96,Find Hughey Neube's name,14C,14,myspace,,1.0
887.071,2750.96,Mention Hughey Neube's Myspace,14A,14,myspace,,1.0
895.826,2750.96,Open admin portal page*,None,14,,,0.0
901.081,2750.96,Open Hughey Neube's Myspace*,None,14,myspace,,0.0
906.575,2750.96,Find missing corner of flyer*,None,14,myspace,,0.0
1171.325,2750.96,Find pictures of Crumpet*,None,14,myspace,,0.0
1310.073,2750.96,Mention association between corner letters and flyer icons,14A,14,flyer,,1.0
1407.825,2750.96,Flyer: Decode E,14B,14,flyer,,1.0
1416.0739999999998,2750.96,Flyer: Decode M,14E,14,flyer,,1.0
1420.076,2750.96,Flyer: Decode P,14D,14,flyer,,1.0
1428.5739999999998,2750.96,Flyer: Decode I,14D,14,flyer,,1.0
1434.825,2750.96,Flyer: Decode D,14A,14,flyer,,1.0
1457.075,2750.96,Flyer: Decode N,14A,14,flyer,,1.0
1464.0710000000001,2750.96,Flyer: Decode R,14A,14,flyer,,1.0
1483.8239999999998,2750.96,Mention the spaces between words,14B,14,flyer,,1.0
1484.075,2750.96,Flyer: Decode V,14A,14,flyer,,1.0
1619.3239999999998,2750.96,Flyer: Decode second E,14A,14,flyer,,1.0
1643.075,2750.96,Flyer: Decode second I,14A,14,flyer,,1.0
1643.5720000000001,2750.96,Have all of the flyer letters*,None,14,flyer,end,0.0
1643.5720000000001,2750.96,Have all of the flyer letters*,None,14,EMPID,start,0.0
1980.576,2750.96,Find Employee ID photo*,None,14,myspace,,0.0
1983.075,2750.96,Notice Employee ID number,14B,14,myspace,end,1.0
2141.571,2750.96,Figure out what EMP ID means,14E,14,EMPID,,1.0
2166.074,2750.96,Figure out what IN REV means,14A,14,EMPID,,1.0
2183.075,2750.96,mention going to firestoneheavy.com/745017,14B,14,EMPID,,1.0
2198.573,2750.96,Bring up purple log in page*,None,14,EMPID,end,0.0
2198.573,2750.96,Bring up purple log in page*,None,14,crumpet,start,0.0
2216.572,2750.96,Figure out password,14D,14,crumpet,,1.0
2229.325,2750.96,Figure out username,14D,14,crumpet,,1.0
2254.822,2750.96,Get to maze game*,None,14,crumpet,end,0.0
2254.822,2750.96,Get to maze game*,None,14,maze,start,0.0
2323.575,2750.96,Figure out you need to walk to houses,14A,14,maze,,1.0
2472.574,2750.96,"Find ""1979 Album""",14D,14,maze,,1.0
2477.072,2750.96,"Find ""Toto""",14A,14,maze,,1.0
2497.572,2750.96,"Find ""Last Word""",14B,14,maze,,1.0
2652.821,2750.96,"Find ""Second Song""",14C,14,maze,,1.0
2659.073,2750.96,Figure out word is dragon,14A,14,maze,,1.0
2676.075,2750.96,Input dragon into admin portal*,14E,14,maze,end,0.0
2727.575,2750.96,See congratulations page*,None,14,,,0.0
630.576,2750.96,First bring up the onedrive password box*,None,14,cables,,0.0
495.075,2750.96,Colors: Decode C,14D,14,chase,,1.0
495.075,2750.96,Colors: Decode C,14E,14,chase,,1.0
56.401,3251.84,Screen sharing begins,06A,6,,,1.0
81.907,3251.84,Opening phase 1*,None,6,resist,start,0.0
170.903,3251.84,Mentioning redwarren.com,06C,6,resist,,1.0
195.155,3251.84,"See ""RESIST""*",None,6,resist,,0.0
210.66,3251.84,Mentioning redwarren.com/resist,06C,6,resist,,1.0
213.153,3251.84,Go to redwarren.com/resist*,None,6,resist,end,0.0
274.904,3251.84,Seeing colors website*,None,6,colors,start,0.0
301.654,3251.84,Figure out green position,06C,6,colors,,1.0
302.154,3251.84,Figure out yellow position,06C,6,colors,,1.0
477.655,3251.84,Figure out red position,06C,6,colors,,1.0
513.406,3251.84,Figure out blue position,06C,6,colors,,1.0
515.654,3251.84,Figure out purple position,06C,6,colors,,1.0
516.156,3251.84,Get to color solution page*,None,6,colors,end,0.0
607.9019999999999,3251.84,Open phase 2*,None,6,chase,start,0.0
615.654,3251.84,Mention use the colors to decode phase 2,06C,6,chase,,1.0
635.155,3251.84,Colors: Decode C,06C,6,chase,,1.0
636.403,3251.84,Colors: Decode H,06C,6,chase,,1.0
638.904,3251.84,Colors: Decode A,06C,6,chase,,1.0
640.158,3251.84,Colors: Decode S,06C,6,chase,,1.0
640.904,3251.84,Colors: Decode E,06C,6,chase,,1.0
642.154,3251.84,Figure out the word is CHASE*,06C,6,chase,,0.0
716.4060000000001,3251.84,Mention inputting chase into URL,06C,6,chase,,1.0
717.404,3251.84,Go to redwarren.com/chase*,None,6,chase,end,0.0
893.654,3251.84,Open phase 3*,None,6,cables,start,0.0
946.6510000000001,3251.84,First bring up the onedrive password box*,06A,6,cables,,0.0
975.6560000000001,3251.84,Figure out how to decode DIVERTS,06C,6,cables,,1.0
1008.9069999999999,3251.84,Cables: Decode S,06C,6,cables,,1.0
1011.153,3251.84,Cables: Decode E,06C,6,cables,,1.0
1058.154,3251.84,Cables: Decode T,06B,6,cables,,1.0
1081.6589999999999,3251.84,Cables: Decode R,06B,6,cables,,1.0
1118.157,3251.84,Cables: Decode D,06D,6,cables,,1.0
1134.906,3251.84,Cables: Decode V,06B,6,cables,,1.0
1231.404,3251.84,Cables: Decode I,06D,6,cables,,1.0
1250.657,3251.84,Mention input consume as onedrive password,06A,6,cables,,1.0
1251.657,3251.84,Input consume as onedrive password*,None,6,cables,end,0.0
1268.156,3251.84,Open phase 4 picture*,None,6,flyer,start,0.0
1333.658,3251.84,Open flyer*,None,6,flyer,,0.0
1367.652,3251.84,Mention firestoneheavy.com,06B,6,flyer,,1.0
1371.4029999999998,3251.84,Open firestoneheavy.com*,None,6,myspace,start,0.0
1579.406,3251.84,Open admin portal page*,None,6,,,0.0
1610.1570000000002,3251.84,Find Hughey Neube's name,06C,6,myspace,,1.0
1610.6589999999999,3251.84,Mention Hughey Neube's Myspace,06C,6,myspace,,1.0
1611.404,3251.84,Open Hughey Neube's Myspace*,None,6,myspace,,0.0
1659.155,3251.84,Find pictures of Crumpet*,None,6,myspace,,0.0
1662.404,3251.84,Find missing corner of flyer*,None,6,myspace,,0.0
1826.404,3251.84,Find Employee ID photo*,None,6,myspace,,0.0
1854.905,3251.84,Notice Employee ID number,06A,6,myspace,end,1.0
2128.151,3251.84,Mention association between corner letters and flyer icons,06C,6,flyer,,1.0
2137.155,3251.84,Flyer: Decode N,06E,6,flyer,,1.0
2277.904,3251.84,Flyer: Decode E,06C,6,flyer,,1.0
2278.157,3251.84,Flyer: Decode M,06C,6,flyer,,1.0
2278.406,3251.84,Flyer: Decode P,06C,6,flyer,,1.0
2280.406,3251.84,Flyer: Decode I,06C,6,flyer,,1.0
2280.907,3251.84,Flyer: Decode D,06C,6,flyer,,1.0
2283.406,3251.84,Figure out what EMP ID means,06C,6,EMPID,,1.0
2283.656,3251.84,Mention the spaces between words,06C,6,flyer,,1.0
2288.904,3251.84,Flyer: Decode second I,06E,6,flyer,,1.0
2307.406,3251.84,Flyer: Decode R,06C,6,flyer,,1.0
2309.156,3251.84,Flyer: Decode second E,06C,6,flyer,,1.0
2309.405,3251.84,Flyer: Decode V,06C,6,flyer,,1.0
2309.904,3251.84,Have all of the flyer letters*,None,6,flyer,end,0.0
2309.904,3251.84,Have all of the flyer letters*,None,6,EMPID,start,0.0
2310.157,3251.84,Figure out what IN REV means,06C,6,EMPID,,1.0
2321.656,3251.84,mention going to firestoneheavy.com/745017,06E,6,EMPID,,1.0
2334.154,3251.84,Bring up purple log in page*,None,6,EMPID,end,0.0
2334.154,3251.84,Bring up purple log in page*,None,6,crumpet,start,0.0
2717.903,3251.84,Figure out username,06C,6,crumpet,,1.0
2718.907,3251.84,Figure out password,06C,6,crumpet,,1.0
2735.1609999999996,3251.84,Get to maze game*,None,6,crumpet,end,0.0
2735.1609999999996,3251.84,Get to maze game*,None,6,maze,start,0.0
2813.6540000000005,3251.84,Figure out you need to walk to houses,06C,6,maze,,1.0
2957.337,3251.84,"Find ""1979 Album""",06A,6,maze,,1.0
2968.337,3251.84,"Find ""Second Song""",06C,6,maze,,1.0
3006.336,3251.84,"Find ""Toto""",06E,6,maze,,1.0
3142.087,3251.84,"Find ""Last Word""",06D,6,maze,,1.0
3145.335,3251.84,Figure out word is dragon,06A,6,maze,,1.0
3163.5840000000003,3251.84,Input dragon into admin portal*,06C,6,maze,end,0.0
3200.337,3251.84,See congratulations page*,06E,6,,,0.0
1251.155,3251.84,Fully solved cable password*,None,6,cables,,0.0
146.575,3153.92,Screen sharing begins,09A,9,,,1.0
199.321,3153.92,Opening phase 1*,None,9,resist,start,0.0
250.075,3153.92,Open phase 2*,None,9,chase,start,0.0
299.572,3153.92,Mentioning redwarren.com,09D,9,resist,,1.0
301.825,3153.92,"See ""RESIST""*",None,9,resist,,0.0
304.822,3153.92,Mentioning redwarren.com/resist,09D,9,resist,,1.0
314.323,3153.92,Go to redwarren.com/resist*,None,9,resist,end,0.0
385.824,3153.92,Seeing colors website*,None,9,colors,start,0.0
418.401,3153.92,Figure out green position,09E,9,colors,,1.0
616.6519999999999,3153.92,Figure out blue position,09C,9,colors,,1.0
618.151,3153.92,Figure out yellow position,09C,9,colors,,1.0
618.155,3153.92,Figure out red position,09C,9,colors,,1.0
618.405,3153.92,Figure out purple position,09C,9,colors,,1.0
624.151,3153.92,Get to color solution page*,None,9,colors,end,0.0
653.905,3153.92,Mention use the colors to decode phase 2,09E,9,chase,,1.0
680.154,3153.92,Colors: Decode C,09D,9,chase,,1.0
681.9019999999999,3153.92,Colors: Decode H,09D,9,chase,,1.0
681.9060000000001,3153.92,Colors: Decode A,09D,9,chase,,1.0
682.405,3153.92,Colors: Decode S,09D,9,chase,,1.0
682.9019999999999,3153.92,Colors: Decode E,09D,9,chase,,1.0
684.654,3153.92,Figure out the word is CHASE*,None,9,chase,,0.0
701.403,3153.92,Mention inputting chase into URL,09C,9,chase,,1.0
703.905,3153.92,Go to redwarren.com/chase*,None,9,chase,end,0.0
802.905,3153.92,Open phase 3*,None,9,cables,start,0.0
825.154,3153.92,First bring up the onedrive password box*,None,9,cables,,0.0
834.904,3153.92,Figure out how to decode DIVERTS,09D,9,cables,,1.0
906.654,3153.92,Cables: Decode D,09D,9,cables,,1.0
907.154,3153.92,Cables: Decode I,09D,9,cables,,1.0
958.329,3153.92,Mention input consume as onedrive password,09A,9,cables,,1.0
983.3539999999999,3153.92,Cables: Decode E,09D,9,cables,,1.0
985.105,3153.92,Cables: Decode R,09D,9,cables,,1.0
985.3539999999999,3153.92,Cables: Decode T,09D,9,cables,,1.0
